ts,datetime_utc,equity,B&H BTC (OOS),B&H BTC filtrado (OOS),Equiponderado (OOS)
1705737599999,2024-01-20 07:59,13656.32883624952258372893492,9969.254340977386229323627955,13744.14713767020799450352389,11338.88927632075470648880721
1705751999999,2024-01-20 11:59,13656.32883624952258372893492,9952.471186603519356604276954,13744.14713767020799450352389,11292.22131760469282701688721
1705766399999,2024-01-20 15:59,13656.32883624952258372893492,9949.905364942255054328871325,13744.14713767020799450352389,11196.89094129342197190577845
1705780799999,2024-01-20 19:59,13656.32883624952258372893492,9964.948451827559289217793321,13744.14713767020799450352389,11246.30324355217981710153962
1705795199999,2024-01-20 23:59,13656.32883624952258372893492,9980.046588991043635069713759,13744.14713767020799450352389,11317.37618643634609447132770
1705809599999,2024-01-21 03:59,13656.32883624952258372893492,9976.403696669733683518251662,13744.14713767020799450352389,11318.98774058702305783615130
1705823999999,2024-01-21 07:59,13656.32883624952258372893492,9968.670329330605921716166226,13744.14713767020799450352389,11282.10308557852537793626035
1705838399999,2024-01-21 11:59,13656.32883624952258372893492,9985.755063489285576232813037,13744.14713767020799450352389,11333.37336553033903573123935
1705852799999,2024-01-21 15:59,13656.32883624952258372893492,9970.530071336951409466157059,13744.14713767020799450352389,11262.48016116295979805936740
1705867199999,2024-01-21 19:59,13656.32883624952258372893492,9985.637782461858383311642444,13744.14713767020799450352389,11263.66507523535948881522485
1705881599999,2024-01-21 23:59,13656.32883624952258372893492,9952.351512085736506684715124,13744.14713767020799450352389,11164.39140119703831502639571
1705895999999,2024-01-22 03:59,13656.32883624952258372893492,9860.611420243759415347007695,13744.14713767020799450352389,11075.41795911546264264001576
1705910399999,2024-01-22 07:59,13656.32883624952258372893492,9823.909639130115002015785755,13744.14713767020799450352389,11074.31032779042164355809934
1705924799999,2024-01-22 11:59,13656.32883624952258372893492,9769.407470241449491648937262,13744.14713767020799450352389,10900.17900216705513767794588
1705939199999,2024-01-22 15:59,13656.32883624952258372893492,9758.876112676558698727496246,13744.14713767020799450352389,10836.81973540210781256234437
1705953599999,2024-01-22 19:59,13656.32883624952258372893492,9531.092422509393475830292023,13744.14713767020799450352389,10542.67786697978296652452003
1705967999999,2024-01-22 23:59,13656.32883624952258372893492,9470.707054326523063417783981,13744.14713767020799450352389,10515.12487211485975161899745
1705982399999,2024-01-23 03:59,13656.32883624952258372893492,9574.206364285842987851636800,13744.14713767020799450352389,10636.58115523354619165141532
1705996799999,2024-01-23 07:59,13656.32883624952258372893492,9521.444262885740115315217311,13744.14713767020799450352389,10482.50172940956185492774573
1706011199999,2024-01-23 11:59,13656.32883624952258372893492,9297.786950091727557644504977,13744.14713767020799450352389,10110.55071085295798609041900
1706025599999,2024-01-23 15:59,13656.32883624952258372893492,9383.579218399897007979989469,13744.14713767020799450352389,10262.01109090279947271906260
1706039999999,2024-01-23 19:59,13656.32883624952258372893492,9370.192426840707415977803196,13744.14713767020799450352389,10126.66290398268418604112446
1706054399999,2024-01-23 23:59,13656.32883624952258372893492,9549.591709468266416396159662,13744.14713767020799450352389,10419.74328481133052153510038
1706068799999,2024-01-24 03:59,13656.32883624952258372893492,9481.712322981833942020689843,13744.14713767020799450352389,10304.60944995683110336915133
1706083199999,2024-01-24 07:59,13656.32883624952258372893492,9569.574960447646695964593989,13744.14713767020799450352389,10422.65856151678126561040490
1706097599999,2024-01-24 11:59,13656.32883624952258372893492,9624.206377815517684244569258,13744.14713767020799450352389,10510.76052744583272027707238
1706111999999,2024-01-24 15:59,13656.32883624952258372893492,9586.238440303730718764383160,13744.14713767020799450352389,10466.84200638454997916284342
1706126399999,2024-01-24 19:59,13656.32883624952258372893492,9526.961258155529496607017661,13744.14713767020799450352389,10408.08776324041614264927911
1706140799999,2024-01-24 23:59,13656.32883624952258372893492,9594.416996849010682267238603,13744.14713767020799450352389,10556.76409574664267755307754
1706155199999,2024-01-25 03:59,13656.32883624952258372893492,9576.975632627338134990297539,13744.14713767020799450352389,10474.67139045575489269191119
1706169599999,2024-01-25 07:59,13656.32883624952258372893492,9605.216425333735059008498118,13744.14713767020799450352389,10493.11394741869407331315240
1706183999999,2024-01-25 11:59,13656.32883624952258372893492,9616.721933473378250275172427,13744.14713767020799450352389,10525.23475573302263006342187
1706198399999,2024-01-25 15:59,13656.32883624952258372893492,9527.246083507852679415574816,13744.14713767020799450352389,10315.82367511975975151099878
1706212799999,2024-01-25 19:59,13656.32883624952258372893492,9571.528048577862806651843050,13744.14713767020799450352389,10423.58364732230963253704627
1706227199999,2024-01-25 23:59,13656.32883624952258372893492,9564.787979736332699182120800,13744.14713767020799450352389,10381.03190206536222224016701
1706241599999,2024-01-26 03:59,13656.32883624952258372893492,9590.261897591590133060051875,13744.14713767020799450352389,10451.97121746683537968610362
1706255999999,2024-01-26 07:59,13656.32883624952258372893492,9566.918186152867427750321369,13744.14713767020799450352389,10383.06330654675058443811281
1706270399999,2024-01-26 11:59,13656.32883624952258372893492,9882.746419052875336469163720,13744.14713767020799450352389,10771.44215047276776805444717
